,YAD,AECI,HST,TAL,DUK,FPC,CPLE,CPLW,EEI,FMPP,FPL,GVL,GRID,ISNE,JEA,LGEE,MISO,NSB,NYIS,NWMT,OVEC,PJM,AEC,PNM,SEC,SCEG,SC,SEPA,SOCO,SWPP,SPA,TEC,TVA,WACM,WAUW,NBSO,ERCO
0,0.0,168.78262086510654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.44579560756677,0.0,0.0,5356.547926962375,0.0,382.19030061364157,0.0,0.0,3024.330141457915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6985.935746955872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,170.5786617904901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.15686380863184,0.0,0.0,5608.991769015787,0.0,388.424270236492,0.0,0.0,3418.632622826099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7177.955568271875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,177.20406406223773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.4411532521247,0.0,0.0,5870.636262357233,0.0,401.80913623571394,0.0,0.0,3709.3658556818964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7432.1047459840765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,182.5686759889126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.27089279890055,0.0,0.0,6148.756828993558,0.0,424.7538247227668,0.0,0.0,3880.9232287377117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7647.394327759743,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,189.78068517744532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.54665585756294,0.0,0.0,6442.449583500622,0.0,442.77344807982445,0.0,0.0,3706.8217733770607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7831.133947443962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,196.399830982089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.4771845817565,0.0,0.0,6770.338299393654,0.0,435.34166989326474,0.0,0.0,3619.466167572141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7977.014191198348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,187.23059968650333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.7059336781501,0.0,0.0,6780.487952589987,0.0,381.7572695493697,0.0,0.0,3077.0689101129765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7536.928959846497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,177.65444552600377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.6840124487877,0.0,0.0,6784.249733924864,0.0,323.31040669083586,0.0,0.0,2752.6652641564606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7159.279009014368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,169.5638235479593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.3473415255545,0.0,0.0,6765.073672413824,0.0,273.45536745190617,0.0,0.0,2427.4385683670635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6832.140530133247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,161.9037194520234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.7017289638518,0.0,0.0,6722.658732205629,0.0,236.67495260536666,0.0,0.0,2052.949229232966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6526.090565478801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,155.78046179115773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.7925259828568,0.0,0.0,6703.660025149582,0.0,200.52704055607305,0.0,0.0,1918.658892595768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6247.8059271276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
